,class
HP:0040164,(Abnormality of head and neck(头部和颈部的异常));(Neoplasm(肿瘤));(Abnormality of connective tissue(结缔组织异常));
HP:0040165,(Abnormality of the skeletal system(骨骼系统异常));
HP:0040166,(Abnormality of the skeletal system(骨骼系统异常));
HP:0040168,(Abnormality of the nervous system(神经系统异常));
HP:0040170,(Abnormality of the integument(体壁的异常));
HP:0040171,(Abnormality of the endocrine system(内分泌系统异常));(Abnormality of metabolism/homeostasis(代谢紊乱/稳态失衡));
HP:0040180,(Abnormality of the integument(体壁的异常));
HP:0040183,(Abnormality of the digestive system(消化系统异常));
HP:0040185,(Abnormality of blood and blood-forming tissues(血液和造血组织异常));
HP:0040186,(Abnormality of the integument(体壁的异常));(Abnormality of the immune system(免疫系统异常));
HP:0040187,(Abnormality of the immune system(免疫系统异常));
HP:0040188,(Abnormality of the skeletal system(骨骼系统异常));
HP:0040189,(Abnormality of the integument(体壁的异常));
HP:0040191,(Abnormality of the musculature(肌肉组织异常));(Abnormality of limbs(肢体异常));
HP:0040196,(Abnormality of head and neck(头部和颈部的异常));(Abnormality of the skeletal system(骨骼系统异常));
HP:0040197,(Abnormality of the nervous system(神经系统异常));
HP:0040201,(Abnormality of the nervous system(神经系统异常));
HP:0040211,(Abnormality of the integument(体壁的异常));(Abnormality of limbs(肢体异常));
HP:0040215,(Abnormality of the endocrine system(内分泌系统异常));
HP:0040217,(Abnormality of blood and blood-forming tissues(血液和造血组织异常));
HP:0040223,(Abnormality of the cardiovascular system(心血管系统异常));(Abnormality of blood and blood-forming tissues(血液和造血组织异常));(Abnormality of the respiratory system(呼吸系统异常));
HP:0040228,(Abnormality of blood and blood-forming tissues(血液和造血组织异常));
HP:0040229,(Abnormality of blood and blood-forming tissues(血液和造血组织异常));
HP:0040232,(Abnormality of blood and blood-forming tissues(血液和造血组织异常));
HP:0040247,(Abnormality of blood and blood-forming tissues(血液和造血组织异常));
HP:0040253,(Abnormality of the genitourinary system(泌尿生殖系统异常));
HP:0040262,(Abnormality of the ear(耳部异常));
HP:0040264,(Abnormality of the nervous system(神经系统异常));
HP:0040266,(Abnormality of the musculature(肌肉组织异常));(Abnormality of limbs(肢体异常));
HP:0040268,(Abnormality of the ear(耳部异常));(Abnormality of the immune system(免疫系统异常));
HP:0040272,(Abnormality of the nervous system(神经系统异常));
HP:0040275,(Neoplasm(肿瘤));(Abnormality of the digestive system(消化系统异常));
HP:0040276,(Neoplasm(肿瘤));(Abnormality of the digestive system(消化系统异常));
HP:0040290,(Abnormality of the musculature(肌肉组织异常));
HP:0040291,(Abnormality of the musculature(肌肉组织异常));
HP:0040306,
HP:0040307,(Abnormality of the genitourinary system(泌尿生殖系统异常));
HP:0040315,(Abnormality of head and neck(头部和颈部的异常));(Abnormality of metabolism/homeostasis(代谢紊乱/稳态失衡));
HP:0040326,(Abnormality of the nervous system(神经系统异常));
HP:0045007,(Abnormality of the nervous system(神经系统异常));
HP:0045009,(Abnormality of the skeletal system(骨骼系统异常));(Abnormality of limbs(肢体异常));
HP:0045010,(Abnormality of the nervous system(神经系统异常));
HP:0045017,(Abnormality of the cardiovascular system(心血管系统异常));
HP:0045025,(Abnormality of head and neck(头部和颈部的异常));
HP:0045026,(Abnormality of the thoracic cavity(胸廓异常));
HP:0045037,(Abnormality of head and neck(头部和颈部的异常));(Abnormality of the musculature(肌肉组织异常));
HP:0045040,(Abnormality of metabolism/homeostasis(代谢紊乱/稳态失衡));
HP:0045042,(Abnormality of the immune system(免疫系统异常));
HP:0045045,(Abnormality of metabolism/homeostasis(代谢紊乱/稳态失衡));
HP:0045051,(Abnormality of the respiratory system(呼吸系统异常));
HP:0045058,(Abnormality of the genitourinary system(泌尿生殖系统异常));
HP:0045059,(Abnormality of the integument(体壁的异常));
HP:0045073,(Abnormality of the immune system(免疫系统异常));
HP:0045074,(Abnormality of head and neck(头部和颈部的异常));(Abnormality of the integument(体壁的异常));
HP:0045075,(Abnormality of head and neck(头部和颈部的异常));(Abnormality of the integument(体壁的异常));
HP:0045084,(Abnormality of the nervous system(神经系统异常));
HP:0100000,(Abnormality of the endocrine system(内分泌系统异常));
HP:0100006,(Abnormality of the nervous system(神经系统异常));(Neoplasm(肿瘤));
HP:0100008,(Abnormality of the nervous system(神经系统异常));(Neoplasm(肿瘤));
HP:0100009,(Abnormality of the nervous system(神经系统异常));(Neoplasm(肿瘤));
HP:0100010,(Abnormality of the nervous system(神经系统异常));(Neoplasm(肿瘤));
HP:0100011,(Abnormality of the eye(眼部异常));(Abnormality of the nervous system(神经系统异常));(Neoplasm(肿瘤));
HP:0100012,(Abnormality of the eye(眼部异常));(Neoplasm(肿瘤));
HP:0100013,(Abnormality of the breast(乳房异常));(Neoplasm(肿瘤));
HP:0100014,(Abnormality of the eye(眼部异常));
HP:0100016,(Abnormality of the digestive system(消化系统异常));
HP:0100018,(Abnormality of the eye(眼部异常));
HP:0100021,(Abnormality of the nervous system(神经系统异常));
HP:0100022,(Abnormality of the nervous system(神经系统异常));
HP:0100024,(Abnormality of the nervous system(神经系统异常));
HP:0100025,(Abnormality of the nervous system(神经系统异常));
HP:0100026,(Abnormality of the cardiovascular system(心血管系统异常));
HP:0100027,(Abnormality of the immune system(免疫系统异常));(Abnormality of the digestive system(消化系统异常));
HP:0100028,(Abnormality of the endocrine system(内分泌系统异常));
HP:0100031,(Abnormality of the endocrine system(内分泌系统异常));(Neoplasm(肿瘤));
HP:0100033,(Abnormality of the nervous system(神经系统异常));
HP:0100036,(Abnormality of the skeletal system(骨骼系统异常));
HP:0100037,(Abnormality of head and neck(头部和颈部的异常));(Abnormality of the integument(体壁的异常));
HP:0100133,(Abnormality of the integument(体壁的异常));
HP:0100240,(Abnormality of the skeletal system(骨骼系统异常));
HP:0100242,(Neoplasm(肿瘤));
HP:0100243,(Neoplasm(肿瘤));
HP:0100244,(Neoplasm(肿瘤));
HP:0100245,(Neoplasm(肿瘤));(Abnormality of the digestive system(消化系统异常));
HP:0100247,(Abnormality of the respiratory system(呼吸系统异常));
HP:0100248,(Abnormality of the nervous system(神经系统异常));
HP:0100249,(Abnormality of the skeletal system(骨骼系统异常));(Abnormality of the musculature(肌肉组织异常));
HP:0100252,(Abnormality of the skeletal system(骨骼系统异常));
HP:0100254,(Abnormality of the skeletal system(骨骼系统异常));
HP:0100255,(Abnormality of the skeletal system(骨骼系统异常));(Abnormality of limbs(肢体异常));
HP:0100256,(Abnormality of the nervous system(神经系统异常));
HP:0100257,(Abnormality of the skeletal system(骨骼系统异常));(Abnormality of limbs(肢体异常));
HP:0100258,(Abnormality of the skeletal system(骨骼系统异常));(Abnormality of limbs(肢体异常));
HP:0100259,(Abnormality of the skeletal system(骨骼系统异常));(Abnormality of limbs(肢体异常));
HP:0100260,(Abnormality of the skeletal system(骨骼系统异常));(Abnormality of limbs(肢体异常));
HP:0100261,(Abnormality of the skeletal system(骨骼系统异常));
HP:0100264,(Abnormality of the skeletal system(骨骼系统异常));
HP:0100267,(Abnormality of head and neck(头部和颈部的异常));(Abnormality of the integument(体壁的异常));
HP:0100268,(Abnormality of head and neck(头部和颈部的异常));(Abnormality of the integument(体壁的异常));
HP:0100273,(Neoplasm(肿瘤));(Abnormality of the digestive system(消化系统异常));
HP:0100275,(Abnormality of the nervous system(神经系统异常));
HP:0100277,(Abnormality of head and neck(头部和颈部的异常));(Abnormality of the integument(体壁的异常));
HP:0100279,(Abnormality of the immune system(免疫系统异常));(Abnormality of the digestive system(消化系统异常));
HP:0100280,(Abnormality of the immune system(免疫系统异常));(Abnormality of the digestive system(消化系统异常));
HP:0100284,(Abnormality of the musculature(肌肉组织异常));
HP:0100285,(Abnormality of the musculature(肌肉组织异常));
HP:0100287,(Abnormality of the musculature(肌肉组织异常));
HP:0100288,(Abnormality of the nervous system(神经系统异常));(Abnormality of the musculature(肌肉组织异常));
HP:0100292,(Abnormality of the nervous system(神经系统异常));(Abnormality of metabolism/homeostasis(代谢紊乱/稳态失衡));
HP:0100293,(Abnormality of the musculature(肌肉组织异常));
HP:0100295,(Abnormality of the musculature(肌肉组织异常));
HP:0100297,(Abnormality of the musculature(肌肉组织异常));
HP:0100299,(Abnormality of the musculature(肌肉组织异常));
HP:0100301,(Abnormality of the musculature(肌肉组织异常));
HP:0100308,(Abnormality of the nervous system(神经系统异常));
HP:0100309,(Abnormality of the nervous system(神经系统异常));(Abnormality of the cardiovascular system(心血管系统异常));(Abnormality of blood and blood-forming tissues(血液和造血组织异常));
HP:0100315,(Abnormality of the nervous system(神经系统异常));
HP:0100318,(Abnormality of the nervous system(神经系统异常));
HP:0100321,(Abnormality of the nervous system(神经系统异常));
HP:0100324,(Abnormality of the integument(体壁的异常));
HP:0100326,(Abnormality of the immune system(免疫系统异常));
HP:0100333,(Abnormality of head and neck(头部和颈部的异常));
HP:0100334,(Abnormality of head and neck(头部和颈部的异常));
HP:0100335,(Abnormality of head and neck(头部和颈部的异常));
HP:0100336,(Abnormality of head and neck(头部和颈部的异常));
HP:0100338,(Abnormality of head and neck(头部和颈部的异常));
HP:0100362,(Abnormality of the skeletal system(骨骼系统异常));(Abnormality of limbs(肢体异常));
HP:0100371,(Abnormality of the skeletal system(骨骼系统异常));(Abnormality of limbs(肢体异常));
HP:0100387,(Abnormality of the skeletal system(骨骼系统异常));(Abnormality of limbs(肢体异常));
HP:0100444,(Abnormality of the skeletal system(骨骼系统异常));(Abnormality of limbs(肢体异常));
HP:0100453,(Abnormality of the skeletal system(骨骼系统异常));(Abnormality of limbs(肢体异常));
HP:0100490,(Abnormality of the musculature(肌肉组织异常));(Abnormality of limbs(肢体异常));(Abnormality of connective tissue(结缔组织异常));(Abnormality of the skeletal system(骨骼系统异常));
HP:0100491,(Abnormality of the skeletal system(骨骼系统异常));(Abnormality of limbs(肢体异常));
HP:0100493,(Abnormality of metabolism/homeostasis(代谢紊乱/稳态失衡));
HP:0100494,(Abnormality of blood and blood-forming tissues(血液和造血组织异常));(Abnormality of the immune system(免疫系统异常));(Abnormality of connective tissue(结缔组织异常));
HP:0100495,(Abnormality of blood and blood-forming tissues(血液和造血组织异常));(Abnormality of the immune system(免疫系统异常));(Abnormality of connective tissue(结缔组织异常));
HP:0100501,(Abnormality of head and neck(头部和颈部的异常));(Abnormality of the respiratory system(呼吸系统异常));(Abnormality of the immune system(免疫系统异常));
HP:0100503,(Abnormality of metabolism/homeostasis(代谢紊乱/稳态失衡));
HP:0100508,(Abnormality of metabolism/homeostasis(代谢紊乱/稳态失衡));
HP:0100511,(Abnormality of metabolism/homeostasis(代谢紊乱/稳态失衡));
HP:0100512,(Abnormality of metabolism/homeostasis(代谢紊乱/稳态失衡));
HP:0100513,(Abnormality of metabolism/homeostasis(代谢紊乱/稳态失衡));
HP:0100514,(Abnormality of metabolism/homeostasis(代谢紊乱/稳态失衡));
HP:0100515,(Abnormality of the genitourinary system(泌尿生殖系统异常));
